id,title,city,country,company,size_of_company,company_field,date_of_publication,number_of_applicants,type_of_employment,skills,vacancy
883,Data Analyst and Business Development Specialist,Sundbyberg,Sweden,Xylem,"10,001+",Industrial Machinery Manufacturing,2023-05-18,75.0,On-site,ml,data analyst
883,Data Analyst and Business Development Specialist,Sundbyberg,Sweden,Xylem,"10,001+",Industrial Machinery Manufacturing,2023-05-18,75.0,On-site,data analytics,data analyst
883,Data Analyst and Business Development Specialist,Sundbyberg,Sweden,Xylem,"10,001+",Industrial Machinery Manufacturing,2023-05-18,75.0,On-site,аналитика,data analyst
884,Digital Back office specialist - TEMPO DETERMINATO,Verona,Italy,Volkswagen Financial Services | Italy,201-500,Financial Services,2023-05-19,45.0,Hybrid,microsoft office,другое
884,Digital Back office specialist - TEMPO DETERMINATO,Verona,Italy,Volkswagen Financial Services | Italy,201-500,Financial Services,2023-05-19,45.0,Hybrid,microsoft excel,другое
885,Junior Project Manager,Albuzzano,Italy,Fedegari Group,"501-1,000",Machinery Manufacturing,2023-05-16,68.0,On-site,asana,другое
885,Junior Project Manager,Albuzzano,Italy,Fedegari Group,"501-1,000",Machinery Manufacturing,2023-05-16,68.0,On-site,управление проектами,другое
885,Junior Project Manager,Albuzzano,Italy,Fedegari Group,"501-1,000",Machinery Manufacturing,2023-05-16,68.0,On-site,microsoft excel,другое
886,(Junior) Project Coordinator,Rotterdam and The Hague,Netherlands,deugro,"1,001-5,000","Transportation, Logistics, Supply Chain and Storage",2023-05-09,103.0,Hybrid,английский язык,другое
886,(Junior) Project Coordinator,Rotterdam and The Hague,Netherlands,deugro,"1,001-5,000","Transportation, Logistics, Supply Chain and Storage",2023-05-09,103.0,Hybrid,microsoft office,другое
887,IT Analityk,,Poland,Billennium,"1,001-5,000",IT Services and IT Consulting,2023-05-09,60.0,Remote,confluence,analyst
887,IT Analityk,,Poland,Billennium,"1,001-5,000",IT Services and IT Consulting,2023-05-09,60.0,Remote,jira,analyst
887,IT Analityk,,Poland,Billennium,"1,001-5,000",IT Services and IT Consulting,2023-05-09,60.0,Remote,sql,analyst
887,IT Analityk,,Poland,Billennium,"1,001-5,000",IT Services and IT Consulting,2023-05-09,60.0,Remote,query languages,analyst
887,IT Analityk,,Poland,Billennium,"1,001-5,000",IT Services and IT Consulting,2023-05-09,60.0,Remote,uml,analyst
888,Stage | Data Analyst,Arconate,Italy,CPM Italy,51-200,Retail,2023-05-09,1.0,Hybrid,excel,data analyst
888,Stage | Data Analyst,Arconate,Italy,CPM Italy,51-200,Retail,2023-05-09,1.0,Hybrid,powerpoint,data analyst
888,Stage | Data Analyst,Arconate,Italy,CPM Italy,51-200,Retail,2023-05-09,1.0,Hybrid,data analytics,data analyst
888,Stage | Data Analyst,Arconate,Italy,CPM Italy,51-200,Retail,2023-05-09,1.0,Hybrid,визуализация данных,data analyst
889,DBA,,Poland,Sapiens,"5,001-10,000",Software Development,2023-05-02,31.0,Remote,kubernetes,другое
889,DBA,,Poland,Sapiens,"5,001-10,000",Software Development,2023-05-02,31.0,Remote,postgresql,другое
889,DBA,,Poland,Sapiens,"5,001-10,000",Software Development,2023-05-02,31.0,Remote,shell,другое
889,DBA,,Poland,Sapiens,"5,001-10,000",Software Development,2023-05-02,31.0,Remote,sql,другое
889,DBA,,Poland,Sapiens,"5,001-10,000",Software Development,2023-05-02,31.0,Remote,t-sql,другое
889,DBA,,Poland,Sapiens,"5,001-10,000",Software Development,2023-05-02,31.0,Remote,linux,другое
889,DBA,,Poland,Sapiens,"5,001-10,000",Software Development,2023-05-02,31.0,Remote,python,другое
890,Technical Business Analyst,Vilnius,Lithuania,Western Union,"5,001-10,000",Financial Services,2023-05-23,4.0,Hybrid,api,business analyst
890,Technical Business Analyst,Vilnius,Lithuania,Western Union,"5,001-10,000",Financial Services,2023-05-23,4.0,Hybrid,истории пользователей,business analyst
890,Technical Business Analyst,Vilnius,Lithuania,Western Union,"5,001-10,000",Financial Services,2023-05-23,4.0,Hybrid,коммуникация,business analyst
891,"Analyst (Strategy, Policy and Innovation)",Birkirkara,Malta,Malta Financial Services Authority,201-500,Financial Services,2023-05-18,25.0,Hybrid,написание политики,analyst
891,"Analyst (Strategy, Policy and Innovation)",Birkirkara,Malta,Malta Financial Services Authority,201-500,Financial Services,2023-05-18,25.0,Hybrid,законодательные отношения,analyst
892,Junior Data Scientist,Milan,Italy,Alfa Group,51-200,IT Services and IT Consulting,2023-05-02,304.0,On-site,dashboard,data scientist
892,Junior Data Scientist,Milan,Italy,Alfa Group,51-200,IT Services and IT Consulting,2023-05-02,304.0,On-site,informatica,data scientist
892,Junior Data Scientist,Milan,Italy,Alfa Group,51-200,IT Services and IT Consulting,2023-05-02,304.0,On-site,mysql,data scientist
892,Junior Data Scientist,Milan,Italy,Alfa Group,51-200,IT Services and IT Consulting,2023-05-02,304.0,On-site,oracle,data scientist
892,Junior Data Scientist,Milan,Italy,Alfa Group,51-200,IT Services and IT Consulting,2023-05-02,304.0,On-site,power bi,data scientist
892,Junior Data Scientist,Milan,Italy,Alfa Group,51-200,IT Services and IT Consulting,2023-05-02,304.0,On-site,qlik,data scientist
892,Junior Data Scientist,Milan,Italy,Alfa Group,51-200,IT Services and IT Consulting,2023-05-02,304.0,On-site,qlik sense,data scientist
892,Junior Data Scientist,Milan,Italy,Alfa Group,51-200,IT Services and IT Consulting,2023-05-02,304.0,On-site,sas,data scientist
892,Junior Data Scientist,Milan,Italy,Alfa Group,51-200,IT Services and IT Consulting,2023-05-02,304.0,On-site,tableau,data scientist
892,Junior Data Scientist,Milan,Italy,Alfa Group,51-200,IT Services and IT Consulting,2023-05-02,304.0,On-site,python,data scientist
892,Junior Data Scientist,Milan,Italy,Alfa Group,51-200,IT Services and IT Consulting,2023-05-02,304.0,On-site,sql,data scientist
893,Developer,Milan,Italy,De Nora,"1,001-5,000",Industrial Machinery Manufacturing,2023-05-16,11.0,On-site,excel,другое
893,Developer,Milan,Italy,De Nora,"1,001-5,000",Industrial Machinery Manufacturing,2023-05-16,11.0,On-site,power point,другое
893,Developer,Milan,Italy,De Nora,"1,001-5,000",Industrial Machinery Manufacturing,2023-05-16,11.0,On-site,sap,другое
893,Developer,Milan,Italy,De Nora,"1,001-5,000",Industrial Machinery Manufacturing,2023-05-16,11.0,On-site,компьютерная наука,другое
893,Developer,Milan,Italy,De Nora,"1,001-5,000",Industrial Machinery Manufacturing,2023-05-16,11.0,On-site,базы данных,другое
894,Stage | Data Analyst,Vittuone,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,excel,data analyst
894,Stage | Data Analyst,Vittuone,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,powerpoint,data analyst
894,Stage | Data Analyst,Vittuone,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,data analytics,data analyst
894,Stage | Data Analyst,Vittuone,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,визуализация данных,data analyst
895,Senior Financial Analyst (M/F),Luxembourg,Luxembourg,ArcelorMittal Tailored Blanks,"501-1,000",Motor Vehicle Parts Manufacturing,2023-05-16,41.0,On-site,powerbi,financial analyst
895,Senior Financial Analyst (M/F),Luxembourg,Luxembourg,ArcelorMittal Tailored Blanks,"501-1,000",Motor Vehicle Parts Manufacturing,2023-05-16,41.0,On-site,sap,financial analyst
895,Senior Financial Analyst (M/F),Luxembourg,Luxembourg,ArcelorMittal Tailored Blanks,"501-1,000",Motor Vehicle Parts Manufacturing,2023-05-16,41.0,On-site,мсфо,financial analyst
895,Senior Financial Analyst (M/F),Luxembourg,Luxembourg,ArcelorMittal Tailored Blanks,"501-1,000",Motor Vehicle Parts Manufacturing,2023-05-16,41.0,On-site,бухгалтерский учёт,financial analyst
896,Junior Developer,Rome,Italy,AlmavivA S.p.A.,"10,001+",IT Services and IT Consulting,2023-05-09,134.0,Hybrid, ai,другое
896,Junior Developer,Rome,Italy,AlmavivA S.p.A.,"10,001+",IT Services and IT Consulting,2023-05-09,134.0,Hybrid,aws,другое
896,Junior Developer,Rome,Italy,AlmavivA S.p.A.,"10,001+",IT Services and IT Consulting,2023-05-09,134.0,Hybrid,java,другое
896,Junior Developer,Rome,Italy,AlmavivA S.p.A.,"10,001+",IT Services and IT Consulting,2023-05-09,134.0,Hybrid,kubernetes,другое
896,Junior Developer,Rome,Italy,AlmavivA S.p.A.,"10,001+",IT Services and IT Consulting,2023-05-09,134.0,Hybrid,openshift,другое
896,Junior Developer,Rome,Italy,AlmavivA S.p.A.,"10,001+",IT Services and IT Consulting,2023-05-09,134.0,Hybrid,коммуникация,другое
896,Junior Developer,Rome,Italy,AlmavivA S.p.A.,"10,001+",IT Services and IT Consulting,2023-05-09,134.0,Hybrid,икт,другое
897,Commercial Analyst,Warsaw,Poland,Kenvue,"10,001+",Retail Health and Personal Care Products,2023-05-18,41.0,On-site,data mining,analyst
897,Commercial Analyst,Warsaw,Poland,Kenvue,"10,001+",Retail Health and Personal Care Products,2023-05-18,41.0,On-site,excel,analyst
897,Commercial Analyst,Warsaw,Poland,Kenvue,"10,001+",Retail Health and Personal Care Products,2023-05-18,41.0,On-site,power bi,analyst
897,Commercial Analyst,Warsaw,Poland,Kenvue,"10,001+",Retail Health and Personal Care Products,2023-05-18,41.0,On-site,sap,analyst
898,Chef.fe de Projet Data et BI F/H,St-Malo,France,TIMAC AGRO International,"5,001-10,000",Farming,2023-05-16,9.0,Hybrid,data warehouse,другое
898,Chef.fe de Projet Data et BI F/H,St-Malo,France,TIMAC AGRO International,"5,001-10,000",Farming,2023-05-16,9.0,Hybrid,etl,другое
898,Chef.fe de Projet Data et BI F/H,St-Malo,France,TIMAC AGRO International,"5,001-10,000",Farming,2023-05-16,9.0,Hybrid,power bi,другое
898,Chef.fe de Projet Data et BI F/H,St-Malo,France,TIMAC AGRO International,"5,001-10,000",Farming,2023-05-16,9.0,Hybrid,sql,другое
898,Chef.fe de Projet Data et BI F/H,St-Malo,France,TIMAC AGRO International,"5,001-10,000",Farming,2023-05-16,9.0,Hybrid,talend,другое
898,Chef.fe de Projet Data et BI F/H,St-Malo,France,TIMAC AGRO International,"5,001-10,000",Farming,2023-05-16,9.0,Hybrid,английский язык,другое
898,Chef.fe de Projet Data et BI F/H,St-Malo,France,TIMAC AGRO International,"5,001-10,000",Farming,2023-05-16,9.0,Hybrid,внедрение решения,другое
899,BUSINESS ANALYST (h/f/x) CDI,Brussels,Belgium,Smart Belgium,,Non-profit Organization Management,2023-05-09,41.0,On-site,,business analyst
900,Business Analyst - Manufacturing & Supply Chain,Ottignies-Louvain-la-Neuve,Belgium,Odoo,"1,001-5,000",Software Development,2023-05-16,27.0,Hybrid,английский язык,business analyst
900,Business Analyst - Manufacturing & Supply Chain,Ottignies-Louvain-la-Neuve,Belgium,Odoo,"1,001-5,000",Software Development,2023-05-16,27.0,Hybrid,ведение переговоров,business analyst
901,Supply Officer & Data Analyst - Systems & Equipment (d/f/m),Hamburg,Germany,Airbus,"10,001+",Aviation and Aerospace Component Manufacturing,2023-05-16,60.0,Hybrid,data fusion,data analyst
901,Supply Officer & Data Analyst - Systems & Equipment (d/f/m),Hamburg,Germany,Airbus,"10,001+",Aviation and Aerospace Component Manufacturing,2023-05-16,60.0,Hybrid,sap,data analyst
901,Supply Officer & Data Analyst - Systems & Equipment (d/f/m),Hamburg,Germany,Airbus,"10,001+",Aviation and Aerospace Component Manufacturing,2023-05-16,60.0,Hybrid,управление логистикой,data analyst
901,Supply Officer & Data Analyst - Systems & Equipment (d/f/m),Hamburg,Germany,Airbus,"10,001+",Aviation and Aerospace Component Manufacturing,2023-05-16,60.0,Hybrid,recovery plans,data analyst
902,Junior Business Analyst - back office team,Brussels,Belgium,CGI,"10,001+",IT Services and IT Consulting,2023-04-25,115.0,Hybrid,,business analyst
903,Data Scientist,Milan,Italy,CGnal,11-50,Computer Software,2023-05-09,117.0,Hybrid,aws,data scientist
903,Data Scientist,Milan,Italy,CGnal,11-50,Computer Software,2023-05-09,117.0,Hybrid,gcp,data scientist
903,Data Scientist,Milan,Italy,CGnal,11-50,Computer Software,2023-05-09,117.0,Hybrid,hadoop,data scientist
903,Data Scientist,Milan,Italy,CGnal,11-50,Computer Software,2023-05-09,117.0,Hybrid,scala,data scientist
903,Data Scientist,Milan,Italy,CGnal,11-50,Computer Software,2023-05-09,117.0,Hybrid,statistics,data scientist
903,Data Scientist,Milan,Italy,CGnal,11-50,Computer Software,2023-05-09,117.0,Hybrid,machine learning algorithms,data scientist
903,Data Scientist,Milan,Italy,CGnal,11-50,Computer Software,2023-05-09,117.0,Hybrid,deep learning,data scientist
904,Business Intelligence Specialist,Milan,Italy,JAKALA,"1,001-5,000",Business Consulting and Services,2023-05-17,56.0,Hybrid, ai,business analyst
904,Business Intelligence Specialist,Milan,Italy,JAKALA,"1,001-5,000",Business Consulting and Services,2023-05-17,56.0,Hybrid,informatica,business analyst
904,Business Intelligence Specialist,Milan,Italy,JAKALA,"1,001-5,000",Business Consulting and Services,2023-05-17,56.0,Hybrid,looker,business analyst
904,Business Intelligence Specialist,Milan,Italy,JAKALA,"1,001-5,000",Business Consulting and Services,2023-05-17,56.0,Hybrid,qlik,business analyst
904,Business Intelligence Specialist,Milan,Italy,JAKALA,"1,001-5,000",Business Consulting and Services,2023-05-17,56.0,Hybrid,qlik sense,business analyst
904,Business Intelligence Specialist,Milan,Italy,JAKALA,"1,001-5,000",Business Consulting and Services,2023-05-17,56.0,Hybrid,salesforce,business analyst
904,Business Intelligence Specialist,Milan,Italy,JAKALA,"1,001-5,000",Business Consulting and Services,2023-05-17,56.0,Hybrid,sas,business analyst
904,Business Intelligence Specialist,Milan,Italy,JAKALA,"1,001-5,000",Business Consulting and Services,2023-05-17,56.0,Hybrid,sql,business analyst
904,Business Intelligence Specialist,Milan,Italy,JAKALA,"1,001-5,000",Business Consulting and Services,2023-05-17,56.0,Hybrid,tableau,business analyst
904,Business Intelligence Specialist,Milan,Italy,JAKALA,"1,001-5,000",Business Consulting and Services,2023-05-17,56.0,Hybrid,математика,business analyst
904,Business Intelligence Specialist,Milan,Italy,JAKALA,"1,001-5,000",Business Consulting and Services,2023-05-17,56.0,Hybrid,microsoft power bi,business analyst
905,Global Manager Data Analytics,Sligo,Ireland,Abbott,"10,001+",Hospitals and Health Care,2023-05-18,25.0,,etl,data analyst
905,Global Manager Data Analytics,Sligo,Ireland,Abbott,"10,001+",Hospitals and Health Care,2023-05-18,25.0,,excel,data analyst
905,Global Manager Data Analytics,Sligo,Ireland,Abbott,"10,001+",Hospitals and Health Care,2023-05-18,25.0,,sql,data analyst
905,Global Manager Data Analytics,Sligo,Ireland,Abbott,"10,001+",Hospitals and Health Care,2023-05-18,25.0,,statistics,data analyst
905,Global Manager Data Analytics,Sligo,Ireland,Abbott,"10,001+",Hospitals and Health Care,2023-05-18,25.0,,mobile switching centre server (mss),data analyst
905,Global Manager Data Analytics,Sligo,Ireland,Abbott,"10,001+",Hospitals and Health Care,2023-05-18,25.0,,statistical analysis,data analyst
906,Data Science and Analytics Engineer M/F,Crolles,France,STMicroelectronics,"10,001+",Semiconductor Manufacturing,2023-05-16,56.0,Hybrid, ai,data analyst
906,Data Science and Analytics Engineer M/F,Crolles,France,STMicroelectronics,"10,001+",Semiconductor Manufacturing,2023-05-16,56.0,Hybrid,computer vision,data analyst
906,Data Science and Analytics Engineer M/F,Crolles,France,STMicroelectronics,"10,001+",Semiconductor Manufacturing,2023-05-16,56.0,Hybrid,databricks,data analyst
906,Data Science and Analytics Engineer M/F,Crolles,France,STMicroelectronics,"10,001+",Semiconductor Manufacturing,2023-05-16,56.0,Hybrid,deep learning,data analyst
906,Data Science and Analytics Engineer M/F,Crolles,France,STMicroelectronics,"10,001+",Semiconductor Manufacturing,2023-05-16,56.0,Hybrid,ml,data analyst
906,Data Science and Analytics Engineer M/F,Crolles,France,STMicroelectronics,"10,001+",Semiconductor Manufacturing,2023-05-16,56.0,Hybrid,nlp,data analyst
906,Data Science and Analytics Engineer M/F,Crolles,France,STMicroelectronics,"10,001+",Semiconductor Manufacturing,2023-05-16,56.0,Hybrid,python,data analyst
906,Data Science and Analytics Engineer M/F,Crolles,France,STMicroelectronics,"10,001+",Semiconductor Manufacturing,2023-05-16,56.0,Hybrid,statistics,data analyst
906,Data Science and Analytics Engineer M/F,Crolles,France,STMicroelectronics,"10,001+",Semiconductor Manufacturing,2023-05-16,56.0,Hybrid,spotfire,data analyst
906,Data Science and Analytics Engineer M/F,Crolles,France,STMicroelectronics,"10,001+",Semiconductor Manufacturing,2023-05-16,56.0,Hybrid,dataiku dss,data analyst
